Sample	MorpV	Sanger	Phylum	Class	Subclass	Order	Suborder	Infraorder	Superfamily	Family	Subfamily	Genus	Species	Feeding.Group	cp.value	SSU.nema.data	SSU.nema.qual	Sample.Type	Experiment	Sample.Control	Sample.Site	Habitat	QubitConc	Latitude	Longitude	Elevation	pH	N	P	K	OM	OC	Sand	Silt	Clay	BD	Soil.Type	Description
Nem.158	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	0.2880	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.158.SingleWorm.SK.14
Nem.159	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	1.5280	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.159.SingleWorm.SK.14
Nem.16	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	0.2080	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	Nem.16.SingleWorm.SK.16
Nem.161	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	0.2880	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.161.SingleWorm.SK.14
Nem.162	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	0.2720	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.162.SingleWorm.SK.14
Nem.163	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	0.3160	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.163.SingleWorm.SK.14
Nem.164	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	0.3360	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.164.SingleWorm.SK.14
Nem.165	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	2.9000	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.165.SingleWorm.SK.14
Nem.166	Yes	Yes	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcella	Aporcella sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	0.3900	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.166.SingleWorm.SK.14
Nem.167	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	0.1740	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.167.SingleWorm.SK.14
Nem.168	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	0.4260	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.168.SingleWorm.SK.14
Nem.169	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	0.3880	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.169.SingleWorm.SK.14
Nem.17	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	0.1060	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	Nem.17.SingleWorm.SK.16
Nem.170	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	0.2600	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.170.SingleWorm.SK.14
Nem.171	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	0.1860	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.171.SingleWorm.SK.14
Nem.172	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	1.8960	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.172.SingleWorm.SK.14
Nem.173	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	0.2520	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.173.SingleWorm.SK.14
Nem.174	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	0.2380	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.174.SingleWorm.SK.14
Nem.175	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	0.2840	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.175.SingleWorm.SK.14
Nem.176	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Cervidellus	Cervidellus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	0.3100	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.176.SingleWorm.SK.14
Nem.177	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	0.2500	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.177.SingleWorm.SK.14
Nem.178	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Sphaerularioidea	Anguinidae	Anguininae	Ditylenchus	Ditylenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	0.2900	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.178.SingleWorm.SK.14
Nem.179	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	0.3440	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.179.SingleWorm.SK.14
Nem.18	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	0.0001	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	Nem.18.SingleWorm.SK.16
Nem.180	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	0.4820	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.180.SingleWorm.SK.14
Nem.181	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Tylenchus	Tylenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	0.4860	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.181.SingleWorm.SK.14
Nem.182	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Protorhabditis	Protorhabditis sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	0.2880	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.182.SingleWorm.SK.14
Nem.183	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Dolichodoridae	Merliniinae	Merlinius	Merlinius sp.	Herbivores	P-p3	included	Good	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	0.2920	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.183.SingleWorm.SK.14
Nem.184	No	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	0.2380	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.184.SingleWorm.SK.14
Nem.186	No	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Dolichodoridae	Telotylenchinae	Tylenchorhynchus	Tylenchorhynchus sp.	Herbivores	P-p3	included	Good	SingleWorm	Microbiome	True.Sample	SK.14	Native.grass	0.1800	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	Nem.186.SingleWorm.SK.14
Nem.19	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	0.5000	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	Nem.19.SingleWorm.SK.16
Nem.190	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Atylenchinae	Coslenchus	Coslenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.0001	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	Nem.190.SingleWorm.SK.03
Nem.191	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.1460	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	Nem.191.SingleWorm.SK.03
Nem.192	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.1880	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	Nem.192.SingleWorm.SK.03
Nem.193	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.1560	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	Nem.193.SingleWorm.SK.03
Nem.194	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.1040	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	Nem.194.SingleWorm.SK.03
Nem.196	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.1140	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	Nem.196.SingleWorm.SK.03
Nem.197	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.2260	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	Nem.197.SingleWorm.SK.03
Nem.198	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.3880	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	Nem.198.SingleWorm.SK.03
Nem.199	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.1740	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	Nem.199.SingleWorm.SK.03
Nem.2	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	0.0001	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	Nem.2.SingleWorm.SK.16
Nem.20	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	0.0001	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	Nem.20.SingleWorm.SK.16
Nem.200	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.1160	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	Nem.200.SingleWorm.SK.03
Nem.201	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.1580	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	Nem.201.SingleWorm.SK.03
Nem.202	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.1080	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	Nem.202.SingleWorm.SK.03
Nem.203	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.1480	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	Nem.203.SingleWorm.SK.03
Nem.204	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.1900	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	Nem.204.SingleWorm.SK.03
Nem.205	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.1460	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	Nem.205.SingleWorm.SK.03
Nem.206	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.0001	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	Nem.206.SingleWorm.SK.03
Nem.207	Yes	No	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.0001	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	Nem.207.SingleWorm.SK.03
Nem.208	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.0001	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	Nem.208.SingleWorm.SK.03
Nem.209	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.1240	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	Nem.209.SingleWorm.SK.03
Nem.21	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.16	Chaparral	0.0001	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	Nem.21.SingleWorm.SK.16
Nem.210	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.1720	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	Nem.210.SingleWorm.SK.03
Nem.211	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Malenchus	Malenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.1040	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	Nem.211.SingleWorm.SK.03
Nem.212	Yes	Yes	Nematoda	Enoplea	Enoplia	Enoplida	Trefusiina	Trefusiina infraorder	Trefusioidea	Trischistomatidae	Trischistomatinae	Tripylina	Tripylina sp.	Predator	3	included	Medium	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.3980	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	Nem.212.SingleWorm.SK.03
Nem.213	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Sphaerularioidea	Anguinidae	Anguininae	Ditylenchus	Ditylenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.1400	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	Nem.213.SingleWorm.SK.03
Nem.215	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Chiloplacus	Chiloplacus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	5.9800	33.602033	-117.026583	1367	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	Nem.215.SingleWorm.SK.02
Nem.216	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.2060	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	Nem.216.SingleWorm.SK.03
